query_string,candidate_string,match
First Focus,First Chicago Corp.,0
Alliance for Regenerative Medicine,Alliance Data Systems,0
Western United Dairymen,Western Digital,0
Alliance for the Great Lakes,Alliant Energy Corp,0
General Counsel,General Signal Corp,0
The University of Tennessee,Universal,0
General Aviation,General Growth Properties,0
Alliance for Retired Americans,Alliant Techsystems,0
Alliance for Affordable Energy,Alliant Energy Corp,0
Alliance for Aging Research,Alliant Energy Corp,0
Federal Recycling and Remediation Coalition,Federal Realty Investment Trust,0
Alliance for American Manufacturing,Alliance Data Systems,0
Alliance for Water Efficiency,Alliant Energy Corp,0
People for Puget Sound,Peoples Energy,0
Peoples Exchange Bank,Peoples Energy,0
First Priority Financial,First Chicago Corp.,0
Alliance for Fair Trade with India,Alliant Energy Corp,0
Alliance for the Prudent Use of Antibiotics,Alliance Data Systems,0
Burlington Trailways,Burlington Northern Santa Fe,0
First Citizens Bank,First Chicago Corp.,0
Santa Clara University,Santa Fe Pacific,0
Western Resource,Western Refining,0
Fidelity Exploration & Production Company,Fidelity National Financial,0
Alliance for the Wild Rockies,Alliant Energy Corp,0
Pacific Pulmonary Services,Pacific Enterprises,0
General Foods Corporation,General Mills,0
General Insurance Association of Japan,General Dynamics,0
First County Bank,First Solar Inc,0
"General Shale Brick, Inc.",General Instrument,0
First Choice Airways Limited,First Solar Inc,0
First Christian Church,First Chicago Corp.,0
First Merchants Bank,First American Financial,0
Pioneer Bank & Trust,Pioneer Hi-Bred Int'l,0
Alliance of Communities for Sustainable Fisheries,Alliant Energy Corp,0
Federal Performance Contracting Coalition,Federal Paper Board Co.,0
"Black Panther Mining, LLC",BlackRock,0
Western Landowners Alliance,Western Digital,0
Alliance for Safe Online Pharmacies,Alliant Energy Corp,0
"Travel Management Alliance, LLC",Travelers Cos.,0
Allegheny Front Alliance,Allegheny Technologies,
Lincoln Savings Bank,Lincoln National,0
Federal Bar Council,Federal Paper Board Co.,0
"Farmers' Legal Action Group, Inc.",Farmers Insurance Exchange,0
Southwest Council of Agribusiness,Southwest Airlines,0
General Shale Brick,General Cable,0
First Choice Bank,First Horizon,0
First American Title Insurance Company,First American Corp.,0
"Anderson & Associates, Inc.",Andersons,0
Southwest Housing Compliance Corporation,Southwest Airlines,0
"First National Bank of Griffin,",First Data,0
Florida Coastal School of Law,Florida Progress,0
Farmers Union Oil Company,Farmers Insurance Exchange,0
First National Bank of Girard,First Data,0
Honeywell UOP,Honeywell International,
Southwest Florida Regional Planning Council,Southwest Airlines,0
Federal Home Loan Bank of San Francisco,Federal Paper Board Co.,0
Health GAP,Health Net,0
TRINITY IND INC,Trinity Industries,1
First National of Nebraska,First Data,0
Morris County,Morrison Knudsen,0
Mobile Air Conditioning Society,Mobil,0
PPA,KKR,0
Illinois Power Company,Illinois Tool Works,0
"Turner & Associates, P.A.",Turner Corp.,0
"Western Industries, Inc.",Western Digital,0
First National Bank of Tennessee,First Data,0
First Alliance Bank,First Solar Inc,0
Metropolitan Water District,MetroPCS Communications,0
Mead School District,Mead Johnson,0
"Devon Energy Production Company, L.P.",Devon Energy,1
"Regeneration Technologies, Inc.",Regeneron Pharmaceuticals Inc.,0
Burlington Electric Department,Burlington Stores,0
Columbia Gas Transmission Corporation,Columbia/HCA Healthcare,0
"Texas Electric Cooperatives, Inc.",Texas Instruments,0
People For Puget Sound,PeopleSoft Inc.,0
NORTHWEST FOOD PROCESSORS ASSN,Northwest Airlines,0
First National Bank of Bemidji,First Data,0
Global Health Consultant,Global Payments,0
First City Bank,First Horizon,0
Illinois Institute of Technology,Illinois Tool Works,0
"Duke Energy Ohio, Inc.",Duke Energy,1
Elekta Inc,Electronic Arts,0
First National Bank of Gilbert,First Data,0
Johnson County REMC,Johnson Controls,0
First National Bank of Bellville,First Data,0
Sempra Utilities,Sempra Energy,1
Georgia Tank Lines,Georgia-Pacific,0
Community Capital Development Corporation,Community Health Systems,0
Southern California University of Health Sciences,Southern Pacific Rail,0
Advanced Medical Technology Assn,Advanced Micro Devices,0
westernwatersheds project,Western Gas Resources,0
"Novelli, Thomas","Novell, Inc.",0
"First State Bank of Wilton, ND",First American Corp.,0
People's Law Center,PeopleSoft Inc.,0
Performing Arts Alliance,Performance Food Group,0
MORGANITE INC,Morgan Stanley,0
New York State DMV,New York Times,0
Columbia Public Schools,Columbia Pipeline Group Inc.,0
"Arthur D. Little, Inc.",Arthur J. Gallagher,0
First National Bank of McHenry,First Data,0
"Laboratory for Kidney Pathology, Inc.",Laboratory Corp. of America,0
Berkshire Associates Inc.,Berkshire Hathaway,0
"Generac Power Systems, Inc.",General Re,0
First National Bank of Pandora,First Data,0
Illinois Workforce Partnership,Illinois Tool Works,0
Northwest Bank,Northwest Airlines,0
New York Department of State,New York Times,0
First National Bank of Ballinger,First Data,0
Rockwell International Corporation,Rockwell Collins,0
Electrolux North America Inc.,Electronic Data Systems,0
Alliance for a Healthier Generation,Alliant Techsystems,0
Community Anti-Drug Coalitions of America,Community Health Systems,0
First South Bank,First Chicago Corp.,0
Alliance for Worker Freedom,Alliance Data Systems,0
Associated General Contractor of America,Associates First Capital,0
Pioneer Bank of Wisconsin,Pioneer Natural Resources,0
Berkshire Bank,Berkshire Hathaway,0
First State Bank of Middlebury,First American Corp.,0
Texas Conservation Alliance,Texas Instruments,0
First National Bank of Pennsylvania,First Data,0
Abbott Northwestern Hospital,Abbott Laboratories,0
Community Home Lenders Association,Community Health Systems,0
Southwest Florida Watershed Council,Southwest Airlines,0
Charles Cole Memorial Hospital,Charles Schwab,0
First National Bank of Scotia,First Data,0
Kansas County Highway Association,Kansas City Southern,0
First National Bank of Kansas,First Data,0
Health Choice,HealthSouth,0
UNITED PARCEL SVC,United Parcel Service,1
First National Bank of Talladega,First Data,0
Western Natural Gas Co.,Western Gas Resources,0
Community Bank Corporation,Community Health Systems,0
Florida Marine Life Association,Florida Progress,0
Alliance for the Adoption of Innovations in Medicine,Alliant Techsystems,0
Family Voices Indiana,Family Dollar Stores,0
Metropolitan Mayors Caucus,MetroPCS Communications,0
"Air Control Techniques, P.C.",Air Products & Chemicals,0
Sierra Club Alaska,Sierra Pacific Resources,0
First National Bank of Clarksdale,First Data,0
Columbia Seaplane Pilots Association,Columbia/HCA Healthcare,0
Honeywell,Honeywell International,1
Alliance of Hazardous Materials Professionals,Alliant Techsystems,0
Associated General Contractors  of America,Associates First Capital,0
Global Aviation,Global Payments,0
First Citizens Community,First Chicago NBD Corp.,0
Allied Workers,Allied Waste Industries,0
Pacific West Region,Pacific Life,0
Farmers & Merchants National Bank,Farmers Insurance Exchange,0
Allegheny Power,Allegheny Technologies,0
Andrew Campo,Andrew Corp.,0
Capital,Capital One Financial,0
Electronic Security Association,Electronic Data Systems,0
First National Bank of Picayune,First Data,0
Western Peanut Growers Association,Western Gas Resources,0
Alliance of Arizona Nonprofits,Alliant Energy Corp,0
Old Republic Insurance Company,Old Republic Intl.,0
First State Bank of Burnet,First American Corp.,0
Advanced Economic Solutions,Advanced Micro Devices,0
"People's Self-Help Housing, Inc.",People's United Bank,0
american airlines pilot,American Airlines Group,
Air National Guard,Air Products & Chemicals,0
Transamerica Life Insurance Company,Transamerica,1
"Applied Safety and Ergonomics, Inc.",Applied Materials,0
Health Group,Health Net,0
First National Bank of Huntsville,First Data,0
Bank of Southside Virginia,Bank One Corp.,0
Central Pain Syndrome Foundation,Central & South West,0
"Farmers & Merchants Bancorp, Inc.",Farmers Insurance Exchange,0
Alaska Marine Lines,Alaska Air Group,0
Progress Lighting,Progress Energy,0
Texas Environmental Justice Advocacy Services,Texas Instruments,0
"Universal Leaf Tobacco Company, Inc.",Universal American,0
Western Regional Council,Western Gas Resources,0
First Newton National Bank,First Fidelity Bancorp,0
"Farmers Electric Cooperative, Inc.",Farmers Insurance Exchange,0
"Range Bank, N.A.",Range Resources Corp.,0
First American National Bank,First American Financial,0
Southwest Consulting Associates,Southwest Airlines,0
Florida Keys Mosquito Control District,Florida Progress,0
Georgia Banking Company,Georgia-Pacific,0
First National Bank of Central Texas,First Data,0
Texas Conservative Coalition,Texas Instruments,0
Lincoln Memorial University,Lincoln National,0
First National Bank of Menahga & Sebeka,First Data,0
Service Women's Action Network,Service Corp. Intl.,0
Associated General Contractors of California,Associates First Capital,0
Southwestern College,Southwestern Energy,0
Sierra Soil and Water Conservation District,Sierra Pacific Resources,0
Black Pilots of America,Blackstone Group,0
"Alliances, Intl. & Regulatory Affairs",Alliance Data Systems,0
Fidelity,Fidelity National Information Services,
"Kansas Electric Power Cooperative, Inc.",Kansas City Southern,0
Pacific Gas & Electric,Pacific Life,0
First Federal Savings Bank of Twin Falls,FirstEnergy,0
Western New York Law Center,Western & Southern Financial Group,0
Air Alliance,Air Products & Chemicals,0
NorthWestern Corporation,Northwestern Mutual,0
Duke Energy Business Services,Duke Energy,1
Western Oregon University,Western Refining,0
"Patterson Farm, Inc.",Patterson Companies,
University Aviation Association,Universal,0
Global Community Monitor,Global Crossing Ltd.,0
United South,UnitedHealth Group,0
Yellowstone to Uintas Connection,Yellow Roadway,0
