query_string,candidate_string,match
QWEST COMMUICATIONS INTL INC,QWEST COMMUNICATIONS INTL INC,1
"Cornerstone Regulatory, LLC",CORNERSTONE REALTY INCOME TR INC,0
National Steel Group,NATIONAL STEEL CORP,1
"OraSure Technolgies, Inc.",ORASURE TECHNOLOGIES INC,1
"Casey's General Stores, Inc.",CASEYS GENERAL STORES INC,1
"INTERNATIONAL COAL GROUP, LLC",INTERNATIONAL COAL GROUP INC,1
Cornerstone Regulatory LLC,CORNERSTONE REALTY INCOME TR INC,0
Louisiana-Pacific Corp.,LOUISIANA PACIFIC CORP,1
"Quest Diagnostic, Inc.",QUEST DIAGNOSTICS INC,1
"America's Car-Mart, Inc.",AMERICAS CAR MART INC,1
"Apogee Enterprises, LLC",APOGEE ENTERPRISES INC,1
CENTRAL VERMONT PUBLIC SVC CORP,CENTRAL VERMONT PUB SVC CORP,1
United Parcel Service IPA,UNITED PARCEL SERVICE INC,1
ARMSTRONG WORLD IND INC,ARMSTRONG WORLD INDS INC,1
Louisiana-Pacific Corp,LOUISIANA PACIFIC CORP,1
"Marsh Supermarkets, LLC",MARSH SUPERMARKETS INC,1
"US Ecology, Inc.",U S ECOLOGY INC,1
"Tyler Technolgies, Inc.",TYLER TECHNOLOGIES INC,1
Central Vermont Public Service,CENTRAL VERMONT PUB SVC CORP,1
Dillard's Inc.,DILLARDS INC,1
Lockheed Martin IS&GS,LOCKHEED MARTIN CORP,1
"US Liquids, Inc.",U S LIQUIDS INC,1
"Cypress Energy Partners, L.P.",CYPRESS ENERGY PARTNERS LP,1
Tel-Instrument Electronics Corp.,TEL INSTRUMENT ELECTRONICS CORP,1
Big Lots! Inc.,BIG LOTS INC,1
California Coastal Commission,CALIFORNIA COASTAL CMNITS INC,0
RYDER SYSTEM INC,RYDER SYSTEMS INC,1
US Liquids Inc.,U S LIQUIDS INC,1
Thomas Lear,THOMAS GROUP INC,0
INTEGRATED HEALTH SVCS INC,INTEGRATED HEALTH TECH INC,0
"US Oncology, Inc.",U S ONCOLOGY INC,1
"Nature's Sunshine Products, Inc.",NATURES SUNSHINE PRODUCTS INC,1
National Technical Systems,NATIONAL TECHNICAL SYS INC,1
"MarkWest Energy Partners, L.P",MARKWEST ENERGY PARTNERS LP,1
Success Savvy LLC,SUCCESSFACTORS INC,0
"Access Title Agency, LLC",ACCESS NATIONAL CORP,0
Brush Engineered Material Inc.,BRUSH ENGINEERED MATERIALS INC,1
"American Electric Power, Inc.",AMERICAN ELECTRIC POWER CO INC,1
Lincoln Educational Services,LINCOLN EDUCATIONAL SVCS CORP,1
Martin Midstream Partners L.P.,MARTIN MIDSTREAM PARTNERS LP,1
"Southern Cotton Growers, Inc.",SOUTHERN CONNECTICUT BANCORP INC,0
"MarkWest Energy Partners, L.P.",MARKWEST ENERGY PARTNERS LP,1
Heartland Payment Systems,HEARTLAND PAYMENT SYSTEMS INC,1
American Management System Inc.,AMERICAN MANAGEMENT SYSTEMS INC,1
Paragon Technology Group Inc.,PARAGON TECHNOLOGIES INC,1
First Financial Corporation,FIRST FINANCIAL NORTHWEST INC,0
Compass Minerals Int. Inc.,COMPASS MINERALS INTL INC,1
Navigant Consulting,NAVIGANT CONSULTING INC,1
Flamel Technologies S.A,FLAMEL TECHNOLOGIES SA,1
"McLaren Automotive, Inc.",MCLAREN AUTOMOTIVE GROUP INC,1
MONACO COACH CROP,MONACO COACH CORP,1
Sirona Dental Systems,SIRONA DENTAL SYSTEMS INC,1
"Pepco Holding, Inc.",PEPCO HOLDINGS INC,1
"Cleveland-Cliffs, Inc.",CLEVELAND CLIFFS INC,1
"Pacer International, Inc.",PACER INTERNATIONAL INC TN,1
Great Lakes Chemical,GREAT LAKES CHEM CORP,1
Environmental Defense Council,ENVIRONMENTAL ELEMENTS CORP,0
Environmental Technical Service,ENVIRONMENTAL TECTONICS CORP,0
"Electrostim Medical Services, Inc.",ELECTRO OPTICAL SCIENCES INC,0
Catholics for Life,CALICO COMMERCE INC,0
Conoco Phillips,CONOCOPHILLIPS,1
Cleveland-Cliffs Inc.,CLEVELAND CLIFFS INC,1
"Cornerstone Propane Partners, L.P.",CORNERSTONE PROPANE PARTNERS LP,1
Safety-Kleen Corp.,SAFETY KLEEN CORP,1
Continental Airline Pilot,CONTINENTAL MATERIALS CORP,0
NEW HAMPSHIRE DISTRIBUTORS INC,NEW HAMPSHIRE THRIFT BNCSHRS INC,0
Coca-Cola Enterprises Inc.,COCA COLA ENTERPRISES INC,1
Environmental Geo-Technologies,ENVIRONMENTAL TECHNOLOGIES CORP,0
"Dura Automotive Systems, LLC",DURA AUTOMOTIVE SYSTEMS INC,1
Peoples Gas Light,PEOPLES UTAH BANCORP,0
United Healthcare Group,UNITED HEALTHCARE CORP,1
COMMERCIAL VEHICLE OPERATOR,COMMERCIAL VEHICLE GROUP INC,0
Healthcare Products Coalition,HEALTHCARE SERVICES GROUP INC,0
Cleveland-Cliffs Inc,CLEVELAND CLIFFS INC,1
"Electrostim Medical Services, Inc",ELECTRO OPTICAL SCIENCES INC,0
Associated Industries Inc.,ASSOCIATED AUTOMOTIVE GROUP INC,0
"Greenway Medical Technologies, Inc.",GREENWAY MEDICAL TECHNOLOGS INC,1
Green Plains,GREEN PLAINS INC,1
General Communication,GENERAL COMMUNICATION INC,1
Taylor Morrison Homes,TAYLOR MORRISON HOME CORP,1
Trump Entertainment Resorts,TRUMP ENTERTAINMENT RESORTS INC,1
"Fidelity Finance, Inc.",FIDELITY FINANCIAL OHIO INC,1
American Technical Ceramics,AMERICAN TECHNICAL CERAMICS CORP,1
"Playtex Products, LLC",PLAYTEX PRODUCTS INC,1
"Electro-Spec, Inc.",ELECTROSCOPE INC,0
Enterprise Products Partners L.P.,ENTERPRISE PRODUCTS PARTNERS LP,1
GreenMan Technologies,GREENMAN TECHNOLOGIES INC,1
First Financial Bankshire Inc.,FIRST FINANCIAL BANKSHARES INC,1
US WEST INC,U S WEST INC,1
Derma Sciences,DERMA SCIENCES INC,1
Werner Enterprisies Inc,WERNER ENTERPRISES INC,1
St. Paul Travelers Aviation,ST PAUL TRAVELERS COS INC,1
North American Stainless,NORTH AMERICAN SCIENTIFIC INC,0
Chesapeake Ultralights,CHESAPEAKE LODGING TRUST,0
Washington Gas Light Co.,WASHINGTON GAS LT CO,1
Environmental Protection Division,ENVIRONMENTAL SAFEGUARDS INC,0
Texas Legislators,TEXAS INDUSTRIES INC,0
ALBERT LACOSTA,ALBERTSONS INC,0
INTEGRATED MACH SYSTEMS INC,INTEGRATED MEASUREMENT SYS INC,0
Independence Care Center,INDEPENDENCE CONTRACT DRILLING,0
"Four Seasons Produce, Inc.",FOUR SEASONS HOTELS INC,0
American Healthcare,AMERICAN HEALTHCORP INC,1
St Anne's Church,STANTEC INC,0
Advanced Technology Corporation,ADVANCED NEUROMODULATION SYS INC,0
Franklin Capital Group,FRANKLIN CAPITAL CORP,1
"Premium Standard Farms, LLC",PREMIUM STANDARD FARMS INC,1
"Isle of Capri Casino, Inc.",ISLE OF CAPRI CASINOS INC,1
"Chesapeake Bay Foundation, Inc.",CHESAPEAKE BIOLOGICAL LABS INC,0
"SunCoke Energy Partners, L.P.",SUNCOKE ENERGY PARTNERS LP,1
Sierra Pacific Industries,SIERRA PACIFIC RESOURCES,0
"A123 Systems, LLC.",A123 SYSTEMS INC,1
Mining Services International,MINING SERVICES INTERNATIONAL CP,1
Valeant Pharmaceuticals,VALEANT PHARMACEUTICALS INTL,1
Environmental Evaluation Group,ENVIRONMENTAL TECTONICS CORP,0
"First Financial Bankshare, Inc.",FIRST FINANCIAL BANKSHARES INC,1
Citizens First Mortgage,CITIZENS FIRST CORP,0
"Freescale Semicondutor, Inc.",FREESCALE SEMICONDUCTOR INC,1
Springtime Productions,SPRINGS INDUSTRIES INC,0
American Physical Therapy Assn.,AMERICAN PHYSICIANS CAPITAL INC,0
"Transportation Safety, Inc",TRANSPORTATION COMPONENTS INC,0
Central Montana Coop,CENTRAL SUN MINING INC,0
Continental Airlines Pilot,CONTINENTAL MATERIALS CORP,0
Transportation Professional,TRANSMONTAIGNE PARTNERS L P,0
Capitol Bancorp Limited,CAPITOL BANCORP LTD,1
American Airlines Flight Ops,AMERICAN AIRLINES GROUP INC,1
HERCULES STEEL CO INC,HERCULES OFFSHORE INC,0
Greenway Medical Technologies,GREENWAY MEDICAL TECHNOLOGS INC,1
Granite Construction,GRANITE CONSTRUCTION INC,1
"Macy's, Inc.",MACYS INC,1
Alberta Energy Company,ALBERTA ENERGY CO LTD,1
Teva Pharmaceutical Ind. Ltd,TEVA PHARMACEUTICAL INDS LTD,1
"Transportation Services, Inc.",TRANSPORTATION COMPONENTS INC,0
Four Seasons Produce Inc.,FOUR SEASONS HOTELS INC,0
Cephallon Inc.,CEPHALON INC,1
Associated Travel Services,ASSOCIATES FIRST CAPITAL CORP,0
Exchange Contractors),EXCHANGE LISTED FUNDS TRUST,0
"GreenVolts, Inc",GREENHILL & CO INC,0
TransCanada,TRANSCAT INC,0
Kemper CPA Group,KEMPER CORP DE,0
Rocky Mountain Gun Smithing LLC,ROCKY MOUNTAIN CHOCOLATE FAC INC,0
Environment & Safety Engineering,ENVIRONMENTAL TECHNOLOGIES CORP,0
Central Montana Co-op,CENTRAL SUN MINING INC,0
First National Bank of Dryden,FIRST NATL BANKSHARES FLA,0
"Spectra-Physics Laserplane, Inc.",SPECTRA PHYSICS LASERS INC,1
"Ultratec, Inc.",ULTRATECH INC,0
"ADVANCED SYSTEMS DEVELOPMENT, INC.",ADVANCED POLYMER SYSTEMS INC,0
Energy Vision LLC,ENERGYNORTH INC,0
Conocophilips,CONOCOPHILLIPS,1
Rare Element Resources,RARE ELEMENT RESOURCES LTD,1
Rush Enterprises,RUSH ENTERPRISES INC,1
"Plains All American Pipeline, L. P.",PLAINS ALL AMERN PIPELINE L P,1
Environmental Design International,ENVIRONMENTAL ELEMENTS CORP,0
Krispy Kreme Doughnut Corp.,KRISPY KREME DOUGHNUTS INC,1
Continental Air Lines,CONTINENTAL MATERIALS CORP,0
Concepts Inc.,CONCEPTUS INC,0
"Chesapeake Bay Foundation, Inc",CHESAPEAKE BIOLOGICAL LABS INC,0
Environmental designs inc,ENVIRONMENTAL SAFEGUARDS INC,0
PERFORMANCE CONTRACTORS INC,PERFORMANCE TECHNOLOGIES INC,0
United Parcel Services,UNITED PARCEL SERVICE INC,1
PERFORMANCE CONTRACTORS INC.,PERFORMANCE TECHNOLOGIES INC,0
"Burlington Research, Inc.",BURLINGTON RESOURCES INC,0
Clear Channel Outdoor Advertising Branch,CLEAR CHANNEL COMMUNICATIONS INC,1
Cornerstone Lending Inc,CORNERSTONE ONDEMAND INC,0
"Continental Resoureces., Inc.",CONTINENTAL RESOURCES INC,1
"Sunquest Information System, Inc",SUNQUEST INFORMATION SYSTEMS INC,1
"InterWest Insurance Services, Inc.",INTERNEURON PHARMACEUTICALS INC,0
Coast distribution Systems,COAST DISTRIBUTION SYSTEM INC,1
Robertson Electric,ROBERTSON CECO CORP,0
"Delta Airl Lines, Inc.",DELTA AIR LINES INC,1
"Industrial Enterprises, Inc.",INDUSTRIAL ENTERPRISES AM INC,
STERLING COMPUTERS,STERLING COMMERCE INC,0
Universal Foods Corporation,UNIVERSAL INSURANCE HOLDINGS INC,0
"Universal Container, Inc.",UNIVERSAL LOGISTICS HOLDINGS INC,0
"Galileo International, L.L.C.",GALILEO INTERNATIONAL INC,1
Pacific Consulting Group,PACIFIC CONTINENTAL CORP,0
Electric Furnace,ELECTRIC FUEL CORP,0
National Safety Council,NATIONAL STEEL CORP,0
"Atlas Air Worldwide Holding, Inc.",ATLAS AIR WORLDWIDE HOLDINGS INC,1
Franklin Newspapers,FRANKLIN ELECTRIC INC,0
"Old Dominion Freight Lines, Inc.",OLD DOMINION FREIGHT LINE INC,1
sanofi-aventis,SANOFI AVENTIS,1
Nanostring Technologies,NANOSTRING TECHNOLOGIES INC,1
"General Manager, ITW TACC",GENERAL AMERICAN INVESTORS INC,0
American Airlines flight ops,AMERICAN AIRLINES GROUP INC,1
Champion International,CHAMPION INTERNATIONAL CORP,0
PERINI COPR,PERINI CORP,1
"Sanderson Frams, Inc.",SANDERSON FARMS INC,1
American Physical Theapy ASSN,AMERICAN PHYSICIANS CAPITAL INC,0
First Community Bank Corpus,FIRST COMMUNITY BANK CORP AMER,0
"Hartford Financal Services Group, Inc.",HARTFORD FINANCIAL SVCS GRP INC,1
Covenant Transport,COVENANT TRANSPORT INC,1
Catalyst Pharmaceuticals,CATALYST PHARMACEUTICALS INC,1
Newport News Shipbuilding Division,NEWPORT NEWS SHIPBUILDING INC,1
MARKET INC,MARKETO INC,0
INTERSTATE BAKERIES CORP,INTERSTATE BAKERIES CORP DE,1
Pioneer Investments,PIONEER COMPANIES INC,0
"Communities In Schools, Inc.",COMMUNICATIONS SYSTEMS INC,0
Integrated Health Partners,INTEGRATED HEALTH TECH INC,0
Dr Pepper Snapple Group,DR PEPPER SNAPPLE GROUP INC,1
"GlobalNet Services, Inc.",GLOBAL NET LEASE INC,0
